Brand,Processor,Graphic Processor,Capacity,RAM Type,RAM Speed,SSD Capacity,SSD Type,Graphics Memory,Battery Capacity,Battery Type,Weight,Warranty,Wi-Fi Version,Bluetooth Version,Price (Rs),Category,Processor Tier,GPU Tier
Dell,Intel Core i7-1165G7,NVIDIA GeForce MX350,8.0,DDR4,3200.0,256.0,M.2,2,50.0,Li-Ion,1.4,1.0,5.0,5.0,77850.0,Business,High End,Entry Gaming
MSI,Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti Max-Q,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,60.0,Li-Po,1.86,1.0,6.0,5.0,82990.0,Gaming,Upper Midrange,Entry Gaming
Dell,Intel Core i5-1135G7,NVIDIA GeForce MX350,16.0,DDR4,2666.0,512.0,"2.5"" SATA",2,50.0,Li-Ion,1.35,1.0,5.0,5.0,89790.0,Business,Upper Midrange,Entry Gaming
Acer,AMD A10-9600P,AMD Radeon R5,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.23,1.0,5.0,4.1,30990.0,Budget,Entry,Other
Lenovo,AMD Ryzen 7 5700U,AMD Radeon Graphics,16.0,LPDDR4X,4266.0,512.0,"2.5"" SATA",0,45.0,Li-Ion,1.37,3.0,5.0,Unknown,77990.0,Business,High End,Integrated
Lenovo,Intel Core i3-8130U,Intel UHD 620,4.0,DDR4,2400.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,5.0,4.1,45282.0,Business,Midrange,Integrated
Dell,Intel Core i3-1215U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.65,1.0,5.0,5.2,42999.0,Business,Midrange,Integrated
Dell,Intel Core i7-1260P,Intel UHD Graphics,16.0,LPDDR5,4800.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.25,1.0,6.0,5.2,89990.0,Business,High End,Integrated
Acer,Intel Core i5-1335U,Intel Iris Xe Graphics,16.0,LPDDR4X,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.5,1.0,5.0,5.1,50990.0,Business,Upper Midrange,Integrated
HP,Intel Core i7-7700HQ,NVIDIA GeForce GTX 1050,8.0,DDR4,2400.0,256.0,"2.5"" SATA",4,60.0,Li-Ion,2.18,1.0,5.0,4.2,95257.0,Student,High End,Entry Gaming
Asus,Intel Core i9-12900H,NVIDIA GeForce RTX 3070 Ti,32.0,DDR4,1085.0,512.0,M.2,8,90.0,Li-Ion,2.0,1.0,6.0,5.2,241990.0,Gaming,Flagship,High End
Asus,AMD Ryzen 7 5800HS,NVIDIA GeForce RTX 3050,8.0,DDR4,1600.0,256.0,M.2,4,76.0,Li-Ion,1.6,1.0,6.0,5.1,108990.0,Gaming,High End,Entry Gaming
HP,Intel Core i3-1115G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,5.0,5.0,35699.0,Business,Midrange,Integrated
Asus,Intel Core i7-13650HX,NVIDIA GeForce RTX 4060,16.0,DDR5,4800.0,512.0,M.2,8,90.0,Li-Ion,3.0,1.0,6.0,Unknown,179990.0,Gaming,High End,Upper Midrange
Dell,Intel Core i7-1165G7,NVIDIA GeForce MX330,8.0,DDR4,3200.0,256.0,"2.5"" SATA",2,50.0,Li-Ion,1.6,1.0,5.0,5.0,80250.0,Business,High End,Entry Gaming
Asus,Intel Core i5-1135G7,Intel Iris Xe Graphics,8.0,LPDDR4X,3200.0,256.0,"2.5"" SATA",0,90.0,Li-Po,1.3,1.0,5.0,5.0,79988.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i7-1260P,Intel Iris Xe Graphics,16.0,LPDDR5,5200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.42,3.0,6.0,5.2,109990.0,Business,High End,Integrated
Lenovo,Intel Core i7-10875H,NVIDIA GeForce RTX 2080 Super Max-Q,16.0,DDR4,3200.0,512.0,"2.5"" SATA",8,80.0,Li-Ion,2.25,1.0,6.0,5.0,121590.0,Gaming,High End,High End
Dell,Intel Core i5-8265U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.24,1.0,5.0,5.0,74750.0,Business,Upper Midrange,Integrated
Dell,Intel Core i5-8250U,AMD Radeon 530,8.0,DDR4,2400.0,256.0,"2.5"" SATA",4,52.0,Li-Ion,1.67,1.0,5.0,4.2,74529.0,Business,Upper Midrange,Other
HP,Intel Core i5-8250U,Intel UHD 620,8.0,LPDDR3,1866.0,256.0,"2.5"" SATA",0,52.0,Li-Po,1.26,1.0,5.0,4.2,119490.0,Business,Upper Midrange,Integrated
Dell,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3050,16.0,DDR5,5200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.51,1.0,5.0,Unknown,81990.0,Gaming,High End,Entry Gaming
Apple,Apple M1 Max,Apple M1 GPU,32.0,DDR4,3200.0,512.0,"2.5"" SATA",0,58.0,Li-Po,2.2,1.0,6.0,5.0,308990.0,Premium,Flagship,Integrated
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 3050,16.0,DDR5,5200.0,512.0,M.2,4,53.5,Li-Ion,2.25,2.0,5.0,5.2,91990.0,Gaming,High End,Entry Gaming
Dell,Intel Core i5-13450HX,NVIDIA GeForce RTX 3050,8.0,DDR5,4800.0,256.0,"2.5"" SATA",4,56.0,Li-Ion,3.31,1.0,6.0,5.2,66990.0,Gaming,Upper Midrange,Entry Gaming
Asus,AMD Ryzen 7 5800H,AMD Radeon Graphics,16.0,DDR4,4266.0,512.0,M.2,0,90.0,Li-Ion,1.4,1.0,6.0,5.0,112990.0,Business,High End,Integrated
MSI,Intel Core i7-12650H,NVIDIA GeForce RTX 4070,16.0,DDR5,5200.0,512.0,"2.5"" SATA",8,70.0,Li-Ion,2.6,2.0,6.0,5.2,124990.0,Gaming,High End,High End
Dell,Intel Core i7-1255U,NVIDIA GeForce MX550,16.0,DDR4,3200.0,512.0,M.2,2,50.0,Li-Ion,1.57,1.0,6.0,5.2,103990.0,Business,High End,Entry Gaming
Asus,AMD Ryzen 7 4800H,NVIDIA GeForce RTX 3050,8.0,DDR4,3200.0,256.0,M.2,4,90.0,Li-Ion,2.3,1.0,6.0,5.1,69999.0,Gaming,High End,Entry Gaming
Dell,Intel Core i3-1115G4,Intel UHD Graphics,4.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.83,1.0,5.0,5.0,44894.0,Budget,Midrange,Integrated
HP,Intel Core i7-1165G7,NVIDIA GeForce GTX 1650 Ti Max-Q,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,60.0,Li-Po,1.49,1.0,6.0,5.0,78990.0,Gaming,High End,Entry Gaming
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050 Ti,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.25,1.0,6.0,5.1,108990.0,Gaming,High End,Entry Gaming
Asus,Intel Core i5-1240P,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2,0,90.0,Li-Ion,1.5,1.0,6.0,5.0,59990.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i7-1255UG4,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,52.0,Li-Ion,1.59,1.0,6.0,5.1,91000.0,Business,High End,Integrated
Lenovo,AMD Ryzen 3 3250U,AMD Radeon Graphics,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.6,2.0,5.0,Unknown,32990.0,Business,Midrange,Integrated
Lenovo,AMD Ryzen 7 4800H,NVIDIA GeForce GTX 1650 Ti,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,60.0,Li-Po,2.2,1.0,5.0,5.0,70990.0,Gaming,High End,Entry Gaming
Acer,Intel Core i5-10210U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.9,1.0,6.0,4.2,68990.0,Student,Upper Midrange,Integrated
Lenovo,Intel Core i7-10510U,AMD Radeon RX 640,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,52.0,Li-Ion,1.69,1.0,6.0,5.0,89990.0,Business,High End,Other
Dell,Intel Core i5-1135G7,Intel Iris Xe Graphics,8.0,LPDDR4X,3733.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.2,1.0,6.0,5.0,109606.0,Business,Upper Midrange,Integrated
Asus,Intel Core i7-8565U,NVIDIA GeForce MX150,8.0,DDR3,2133.0,256.0,"2.5"" SATA",2,90.0,Li-Ion,1.19,1.0,5.0,5.0,89990.0,Business,High End,Entry Gaming
Lenovo,Intel Core i3-8145U,Intel UHD 620,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.65,1.0,5.0,4.1,44990.0,Business,Midrange,Integrated
HP,Intel Core i5-7300HQ,NVIDIA GeForce GTX 1060,8.0,DDR4,2400.0,256.0,"2.5"" SATA",6,60.0,Li-Ion,2.57,1.0,5.0,4.2,99990.0,Gaming,Upper Midrange,Midrange
Dell,Intel Core i5-13450HX,NVIDIA GeForce RTX 3050,8.0,DDR5,5200.0,256.0,M.2,4,56.0,Li-Ion,2.65,1.0,6.0,Unknown,71499.0,Gaming,Upper Midrange,Entry Gaming
Lenovo,AMD Ryzen 7 7840HS,NVIDIA GeForce RTX 4060,16.0,DDR5,5600.0,512.0,M.2,8,80.0,Li-Ion,2.4,1.0,6.0,5.1,112190.0,Gaming,High End,Upper Midrange
HP,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti,8.0,DDR4,3200.0,256.0,M.2,4,70.0,Li-Ion,2.29,1.0,5.0,5.2,63900.0,Gaming,Upper Midrange,Entry Gaming
Asus,AMD Ryzen 9 6900HX,NVIDIA GeForce RTX 3080,16.0,DDR5,5200.0,512.0,M.2,8,90.0,Li-Ion,2.3,1.0,6.0,5.2,187990.0,Gaming,Flagship,High End
Asus,Intel Core i5-13500H,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2,0,90.0,Li-Ion,1.7,1.0,6.0,5.0,74990.0,Business,Upper Midrange,Integrated
HP,Intel Core i5-7300HQ,NVIDIA GeForce GTX 1050,8.0,DDR4,2400.0,256.0,"2.5"" SATA",4,60.0,Li-Po,2.12,1.0,5.0,4.2,73990.0,Student,Upper Midrange,Entry Gaming
Dell,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.57,1.0,Unknown,5.0,82990.0,Gaming,High End,Entry Gaming
Lenovo,Intel Core i7-12700H,NVIDIA GeForce RTX 3070 Ti,32.0,DDR5,4800.0,512.0,M.2/Optane,8,80.0,Li-Ion,2.49,1.0,5.0,Unknown,279890.0,Gaming,High End,High End
Acer,Intel Core i7-8550U,NVIDIA GeForce MX150,8.0,DDR4,2400.0,256.0,"2.5"" SATA",2,50.0,Li-Ion,2.7,1.0,5.0,4.0,66185.0,Student,High End,Entry Gaming
Acer,Intel Core i5-1240P,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.1,1.0,6.0,5.2,89999.0,Gaming,Upper Midrange,Entry Gaming
Acer,Intel Core i3-6100U,Intel HD 520,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.15,1.0,5.0,4.0,34990.0,Budget,Midrange,Other
HP,Intel Core i5-10210U,NVIDIA GeForce MX250,8.0,DDR4,2400.0,256.0,M.2/Optane,2,50.0,Li-Ion,1.2,1.0,5.0,5.0,79990.0,Business,Upper Midrange,Entry Gaming
HP,AMD Ryzen 3 3250U,AMD Radeon Graphics,4.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.74,1.0,5.0,Unknown,24999.0,Budget,Midrange,Integrated
HP,Intel Core i7-7700HQ,NVIDIA GeForce GTX 1050,16.0,DDR4,2400.0,512.0,"2.5"" SATA",4,60.0,Li-Ion,2.57,1.0,5.0,4.2,119990.0,Student,High End,Entry Gaming
Dell,Intel Core i5-1155G7,NVIDIA GeForce MX350,16.0,DDR4,3200.0,512.0,"2.5"" SATA",2,50.0,Li-Ion,1.5,1.0,5.0,5.1,83990.0,Business,Upper Midrange,Entry Gaming
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.36,1.0,5.0,5.0,84990.0,Business,Upper Midrange,Integrated
Acer,Intel Core i3-1115G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,5.0,5.1,28999.0,Business,Midrange,Integrated
HP,AMD Athlon-3050U,AMD Radeon Graphics,4.0,DDR4,3200.0,256.0,"2.5"" SATA",0,38.0,Li-Ion,1.6,1.0,5.0,5.0,23900.0,Business,Budget,Integrated
Dell,AMD Ryzen 5 5625U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.68,1.0,5.0,Unknown,62929.0,Business,Upper Midrange,Integrated
Lenovo,AMD Ryzen 7 7735U,Intel UHD Graphics,16.0,LPDDR5,5200.0,512.0,"2.5"" SATA",0,45.0,Li-Ion,1.49,1.0,5.0,Unknown,99490.0,Business,High End,Integrated
Lenovo,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3070,32.0,DDR5,4800.0,512.0,"2.5"" SATA",8,80.0,Li-Ion,2.4,3.0,5.0,5.1,172791.0,Gaming,High End,High End
MSI,Intel Core i7-12700H,NVIDIA GeForce RTX 3070 Ti,16.0,DDR5,5200.0,512.0,"2.5"" SATA",8,80.0,Li-Ion,2.9,2.0,6.0,5.2,143900.0,Gaming,High End,High End
Asus,AMD Ryzen 9 5900HX,AMD Radeon Graphics,16.0,DDR4,3200.0,512.0,M.2,0,63.0,Li-Ion,1.4,1.0,6.0,5.0,134990.0,Premium,Flagship,Integrated
MSI,Intel Core i5-12450H,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.25,2.0,6.0,5.2,75990.0,Gaming,Upper Midrange,Entry Gaming
MSI,AMD Ryzen 7 7735HS,AMD Radeon RX 6550M,16.0,DDR5,5200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.35,1.0,5.0,5.3,75990.0,Gaming,High End,Midrange
Lenovo,Intel Core i7-1165G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,5.0,5.0,140131.0,Premium,High End,Integrated
Lenovo,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3060,16.0,DDR5,4800.0,512.0,"2.5"" SATA",6,70.0,Li-Ion,2.4,3.0,5.0,5.1,109809.0,Gaming,High End,Upper Midrange
Acer,Intel Core i3-1305U,Intel UHD Graphics,8.0,LPDDR5,5200.0,256.0,M.2,0,50.0,Li-Ion,1.78,1.0,6.0,5.1,37990.0,Budget,Midrange,Integrated
HP,AMD Ryzen 7 5800H,AMD Radeon RX 6600M,16.0,DDR4,3200.0,512.0,"2.5"" SATA",8,80.0,Li-Ion,2.32,1.0,Unknown,5.2,86990.0,Gaming,High End,Upper Midrange
Asus,Intel Core i9-12900H,NVIDIA GeForce RTX 3070 Ti,32.0,DDR5,5200.0,512.0,"2.5"" SATA",8,90.0,Li-Ion,2.9,1.0,6.0,5.2,234990.0,Gaming,Flagship,High End
Dell,AMD Ryzen 3 3250U,AMD Radeon Graphics,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.8,1.0,5.0,Unknown,37372.0,Budget,Midrange,Integrated
Dell,AMD Ryzen 5 5500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.64,1.0,5.0,5.0,56590.0,Business,Upper Midrange,Integrated
Dell,Intel Core i5-11300H,NVIDIA GeForce MX450,16.0,DDR4,3200.0,512.0,"2.5"" SATA",2,50.0,Li-Ion,1.65,1.0,6.0,5.1,62499.0,Business,Upper Midrange,Entry Gaming
Acer,Intel Core i5-8250U,Intel UHD 620,8.0,LPDDR3,1866.0,256.0,"2.5"" SATA",0,52.0,Li-Po,1.0,1.0,5.0,4.2,77898.0,Business,Upper Midrange,Integrated
Asus,Intel Core i5-10210U,Intel UHD 620,8.0,LPDDR3,2133.0,256.0,"2.5"" SATA",0,90.0,Li-Po,1.27,1.0,6.0,5.0,98990.0,Business,Upper Midrange,Integrated
MSI,Intel Core i5-12450H,NVIDIA GeForce RTX 3050,16.0,DDR5,4800.0,512.0,M.2,4,70.0,Li-Ion,2.6,2.0,5.0,5.2,54990.0,Gaming,Upper Midrange,Entry Gaming
Acer,Intel Core i3-1115G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.7,1.0,5.0,5.1,35424.0,Business,Midrange,Integrated
HP,Intel Core i5-1035G1,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.78,1.0,5.0,5.0,56396.0,Student,Upper Midrange,Integrated
HP,Intel Core i5-8250U,Intel UHD 620,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.86,1.0,5.0,4.0,54291.0,Student,Upper Midrange,Integrated
Dell,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,32.0,LPDDR5,5200.0,512.0,"2.5"" SATA",6,70.0,Li-Ion,1.84,1.0,6.0,5.2,263986.0,Gaming,High End,Upper Midrange
HP,AMD Ryzen 7 5800H,AMD Radeon RX 5500M,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,70.0,Li-Ion,2.46,1.0,5.0,5.2,84420.0,Gaming,High End,Midrange
Lenovo,Intel Core i5-1035G1,Intel UHD Graphics,4.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,3.0,1.0,5.0,Unknown,48499.0,Budget,Upper Midrange,Integrated
Asus,Intel Core i3-1110G4,Intel UHD Graphics,8.0,LPDDR4X,3200.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.65,1.0,6.0,5.2,49990.0,Business,Midrange,Integrated
MSI,AMD Ryzen 5 5600H,AMD Radeon RX 6600M,16.0,DDR4,3200.0,512.0,"2.5"" SATA",8,80.0,Li-Ion,1.9,1.0,5.0,Unknown,96800.0,Gaming,Upper Midrange,Upper Midrange
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.92,1.0,5.0,Unknown,43000.0,Budget,Midrange,Integrated
Lenovo,Intel Core i7-11850H,NVIDIA GeForce RTX 3070,16.0,DDR4,3200.0,512.0,"2.5"" SATA",8,80.0,Li-Ion,2.87,1.0,5.0,Unknown,125000.0,Gaming,High End,High End
Asus,AMD Ryzen 7 6800HS,NVIDIA GeForce RTX 3050 Ti,32.0,LPDDR5,5200.0,512.0,"2.5"" SATA",4,90.0,Li-Ion,1.3,1.0,6.0,5.2,179990.0,Gaming,High End,Entry Gaming
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.4,3.0,5.0,Unknown,96999.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i7-11700H,NVIDIA GeForce GTX 1650,16.0,LPDDR4,3200.0,512.0,"2.5"" SATA",4,60.0,Li-Ion,2.2,3.0,5.0,Unknown,219000.0,Gaming,High End,Entry Gaming
Lenovo,Intel Core i5-1135G7,Intel UHD Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,1.0,5.0,5.2,79990.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i7-1165G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.3,3.0,6.0,5.1,95990.0,Business,High End,Integrated
HP,Intel Core i7-1165G7,Intel UHD Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,3.0,5.0,Unknown,135990.0,Premium,High End,Integrated
Lenovo,AMD Ryzen 5 5500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.6,1.0,5.0,5.0,49500.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i5-1135G7,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.92,1.0,5.0,Unknown,69450.0,Student,Upper Midrange,Integrated
Acer,Intel Core i5-1135G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.8,1.0,5.0,5.1,61920.0,Student,Upper Midrange,Integrated
Acer,Intel Core i5-1235U,Intel Iris Xe Graphics,16.0,LPDDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,1.0,6.0,5.2,84990.0,Business,Upper Midrange,Integrated
MSI,Intel Core i9-12900H,NVIDIA GeForce RTX 3080 Ti,32.0,DDR5,5200.0,512.0,"2.5"" SATA",8,80.0,Li-Ion,2.9,2.0,6.0,5.2,305871.0,Gaming,Flagship,High End
Acer,Intel Core i7-1260P,Intel Iris Xe Graphics,16.0,LPDDR5,5200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,1.0,5.0,5.2,129990.0,Premium,High End,Integrated
Lenovo,Intel Core i7-1165G7,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.53,3.0,6.0,5.2,156999.0,Premium,High End,Integrated
Lenovo,Intel Core i5-1135G7,Intel UHD Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.45,3.0,6.0,Unknown,86999.0,Business,Upper Midrange,Integrated
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3050 Ti,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.26,2.0,5.0,Unknown,129990.0,Gaming,High End,Entry Gaming
HP,Intel Core i7-1165G7,NVIDIA T500,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,52.0,Li-Po,1.98,3.0,6.0,5.2,174676.0,Creator Workstation,High End,Workstation
Lenovo,AMD Ryzen 5 4500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.32,3.0,6.0,5.0,85999.0,Business,Upper Midrange,Integrated
Asus,Intel Core i5-12450H,NVIDIA GeForce RTX 3050,16.0,DDR5,5200.0,512.0,"2.5"" SATA",4,90.0,Li-Ion,2.2,1.0,5.0,Unknown,90949.0,Gaming,Upper Midrange,Entry Gaming
Dell,Intel Core i5-1230U,Intel Iris Xe Graphics,16.0,LPDDR5,5200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.17,1.0,6.0,5.2,103600.0,Business,Upper Midrange,Integrated
Dell,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3050 Ti,16.0,DDR5,5200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.51,1.0,5.0,Unknown,105990.0,Gaming,High End,Entry Gaming
Dell,Intel Core i7-1260P,Intel UHD Graphics,16.0,LPDDR5,5200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.59,1.0,5.0,Unknown,93990.0,Business,High End,Integrated
Asus,Intel Core i9-12900H,NVIDIA GeForce RTX 3060,16.0,DDR5,5200.0,512.0,"2.5"" SATA",6,90.0,Li-Ion,2.4,1.0,6.0,5.0,219990.0,Gaming,Flagship,Upper Midrange
Dell,Intel Core i5-1240P,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,52.0,Li-Ion,1.91,1.0,5.0,5.0,75990.0,Student,Upper Midrange,Integrated
Asus,Intel Core i3-10110U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,90.0,Li-Ion,1.6,1.0,5.0,4.1,31990.0,Business,Midrange,Integrated
HP,Intel Core i5-1155G7,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.21,1.0,5.0,5.0,45890.0,Budget,Upper Midrange,Integrated
Asus,Intel Core i5-1135G7,NVIDIA GeForce MX330,8.0,DDR4,3200.0,256.0,"2.5"" SATA",2,90.0,Li-Ion,1.6,1.0,5.0,4.2,56150.0,Business,Upper Midrange,Entry Gaming
Asus,Intel Core i5-10300H,NVIDIA GeForce GTX 1650,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,90.0,Li-Ion,2.2,1.0,5.0,Unknown,51999.0,Gaming,Upper Midrange,Entry Gaming
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.6,3.0,6.0,5.1,79249.0,Business,Upper Midrange,Integrated
Acer,Intel Core i5-1135G7,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.55,1.0,5.0,5.1,47990.0,Business,Upper Midrange,Integrated
Dell,Intel Core i7-1260P,Intel Iris Xe Graphics,16.0,LPDDR5,5200.0,512.0,M.2,0,52.0,Li-Ion,1.24,1.0,6.0,5.2,180403.0,Premium,High End,Integrated
LG,Intel Core i5-1240P,Intel Iris Xe Graphics,8.0,LPDDR5,5200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.5,1.0,6.0,5.1,106002.0,Student,Upper Midrange,Integrated
LG,Intel Core i5-1240P,Intel Iris Xe Graphics,8.0,LPDDR5,5200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.9,3.0,6.0,5.1,92642.0,Student,Upper Midrange,Integrated
MSI,Intel Core i7-1195G7,NVIDIA GeForce RTX 3050,16.0,LPDDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Po,2.0,2.0,5.0,5.2,125150.0,Gaming,High End,Entry Gaming
Asus,Intel Core i7-1165G7,NVIDIA GeForce MX450,16.0,LPDDR4X,3200.0,512.0,"2.5"" SATA",2,90.0,Li-Ion,1.62,1.0,6.0,5.0,104990.0,Business,High End,Entry Gaming
Asus,AMD Ryzen 7 6800HS,NVIDIA GeForce RTX 3050,16.0,LPDDR5,5200.0,512.0,"2.5"" SATA",4,90.0,Li-Ion,1.3,1.0,5.0,5.2,138313.0,Gaming,High End,Entry Gaming
Asus,AMD Ryzen 7 6800HS,NVIDIA GeForce RTX 3050 Ti,32.0,LPDDR5,5200.0,512.0,"2.5"" SATA",4,90.0,Li-Ion,1.3,1.0,6.0,5.2,163112.0,Gaming,High End,Entry Gaming
MSI,Intel Core i7-11800H,NVIDIA GeForce RTX 3060,16.0,DDR4,3200.0,512.0,"2.5"" SATA",6,70.0,Li-Ion,2.45,2.0,5.0,Unknown,165990.0,Gaming,High End,Upper Midrange
Asus,AMD Ryzen 9 5900HS,NVIDIA GeForce GTX 1650,32.0,LPDDR4X,4266.0,512.0,"2.5"" SATA",4,90.0,Li-Ion,1.3,1.0,6.0,5.1,128900.0,Gaming,Flagship,Entry Gaming
MSI,Intel Core i7-12700H,NVIDIA GeForce RTX 3050,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,70.0,Li-Ion,2.25,2.0,5.0,Unknown,104990.0,Gaming,High End,Entry Gaming
